,weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset,sys.type,sys.id,snow.1h,message,rain.1h
537,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1636826157.0,-21600.0,4004293.0,Ixtapa,200,-105.2,20.7,82.22,89.06,82.22,82.22,1012.0,79.0,,,5.01,218.0,8.99,0.0,MX,1636808990.0,1636849238.0,2.0,2003590.0,,,
538,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826300.0,25200.0,1510377.0,Belyy Yar,200,91.3903,53.6039,32.86,24.22,32.86,35.49,1018.0,75.0,,,11.18,210.0,,0.0,RU,1636852705.0,1636883968.0,2.0,2042737.0,,,
539,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826300.0,39600.0,2137773.0,Vao,200,167.4833,-22.6667,75.99,77.2,75.99,75.99,1012.0,83.0,1012.0,1003.0,10.45,29.0,10.51,29.0,NC,1636826354.0,1636873791.0,,,,,
540,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,7955.0,1636826301.0,32400.0,2027296.0,Aykhal,200,111.5,66.0,-16.15,-28.75,-16.15,-16.15,1017.0,100.0,1017.0,954.0,5.39,221.0,4.92,20.0,RU,1636852586.0,1636874433.0,,,,,
541,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1636826301.0,-28800.0,5788054.0,Bremerton,200,-122.6326,47.5673,47.86,46.85,44.83,50.04,1027.0,92.0,,,3.44,20.0,,20.0,US,1636816396.0,1636850201.0,2.0,2011426.0,,,
542,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826302.0,10800.0,187725.0,Maralal,200,36.698,1.0968,66.06,65.23,66.06,66.06,1014.0,61.0,1014.0,813.0,13.15,97.0,20.36,99.0,KE,1636773331.0,1636816779.0,,,,,
543,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1636826302.0,-12600.0,5905393.0,Bonavista,200,-53.1147,48.6499,37.4,26.33,37.4,42.12,1020.0,75.0,1020.0,1020.0,23.11,183.0,36.13,100.0,CA,1636799889.0,1636833335.0,1.0,719.0,,,0.44
544,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826303.0,-25200.0,6149374.0,Slave Lake,200,-114.769,55.2834,40.98,30.63,40.98,40.98,1008.0,60.0,,,25.32,260.0,35.68,90.0,CA,1636816151.0,1636846671.0,1.0,1008.0,,,
545,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,9656.0,1636826303.0,-14400.0,6111867.0,Port Hawkesbury,200,-61.3485,45.6169,56.79,56.68,53.06,59.74,1008.0,96.0,,,5.01,203.0,14.0,90.0,CA,1636801342.0,1636835835.0,2.0,2004957.0,,,3.45
546,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826304.0,3600.0,2937959.0,Bone,200,12.1396,51.9669,45.28,42.78,40.42,47.37,1016.0,86.0,1016.0,1007.0,4.85,201.0,8.03,88.0,DE,1636784870.0,1636817029.0,2.0,68403.0,,,
548,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826304.0,28800.0,1529484.0,Kumul,200,93.45,42.8,29.71,29.71,29.71,29.71,1029.0,47.0,1029.0,939.0,2.71,80.0,2.82,0.0,CN,1636850199.0,1636885485.0,,,,,
549,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1636826305.0,28800.0,1788852.0,Xining,200,101.7667,36.6167,27.77,27.77,27.77,27.77,1025.0,62.0,1025.0,777.0,2.35,318.0,3.27,12.0,CN,1636847372.0,1636884321.0,,,,,
550,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826120.0,28800.0,2036055.0,Lishu,200,124.3278,43.3047,25.41,18.63,25.41,25.41,1016.0,91.0,1016.0,995.0,5.73,220.0,7.56,48.0,CN,1636842857.0,1636878004.0,,,,,
551,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826305.0,7200.0,293842.0,Kiryat Gat,200,34.7642,31.61,76.24,74.7,75.4,76.91,1015.0,24.0,1015.0,1000.0,11.16,130.0,17.94,98.0,IL,1636776435.0,1636814603.0,2.0,2009987.0,,,
552,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1636826306.0,36000.0,2159220.0,Mackay,200,149.2,-21.15,62.58,62.4,62.58,70.05,1011.0,82.0,,,5.75,260.0,,20.0,AU,1636830883.0,1636878038.0,1.0,9498.0,,,
553,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826306.0,21600.0,1185095.0,Teknāf,200,92.3058,20.8624,75.51,76.6,75.51,75.51,1011.0,82.0,1011.0,1010.0,2.39,52.0,2.33,95.0,BD,1636761583.0,1636801832.0,,,,,
554,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826306.0,-18000.0,3933104.0,Pangoa,200,-73.0,-12.1167,89.08,90.32,89.08,89.08,1006.0,43.0,1006.0,935.0,5.1,355.0,5.88,87.0,PE,1636798606.0,1636844164.0,,,,,
555,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826307.0,10800.0,533793.0,Lubyany,200,51.4,56.0378,31.64,23.13,31.64,31.64,1014.0,93.0,1014.0,1006.0,10.31,311.0,23.76,99.0,RU,1636776413.0,1636806639.0,1.0,9039.0,,,
556,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826239.0,32400.0,1835848.0,Seoul,200,126.9778,37.5683,47.26,44.55,39.96,54.84,1017.0,73.0,,,5.75,210.0,,0.0,KR,1636841434.0,1636878155.0,1.0,8105.0,,,
557,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826307.0,32400.0,2018896.0,Novopavlovka,200,109.2091,51.2172,21.34,16.72,21.34,21.34,1021.0,98.0,1021.0,928.0,3.33,252.0,3.22,67.0,RU,1636847890.0,1636880229.0,,,,,
558,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,5000.0,1636826308.0,3600.0,2980080.0,Saint-François,200,3.9054,46.4154,48.04,46.17,47.64,50.47,1017.0,97.0,,,4.61,190.0,,90.0,FR,1636785797.0,1636820054.0,1.0,6499.0,,,
559,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826308.0,16200.0,1142263.0,Farah,200,62.5,32.5,52.86,48.51,52.86,52.86,1018.0,14.0,1018.0,898.0,1.74,313.0,1.79,45.0,AF,1636769870.0,1636807854.0,,,,,
560,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826157.0,-18000.0,4513583.0,Hamilton,200,-84.5333,39.1834,40.6,40.6,38.1,42.62,1016.0,73.0,,,1.99,207.0,4.0,98.0,US,1636805976.0,1636842331.0,2.0,2005257.0,,,
561,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826309.0,43200.0,2126710.0,Beringovskiy,200,179.3167,63.05,23.34,17.2,23.34,23.34,1014.0,89.0,1014.0,1012.0,4.72,212.0,4.9,100.0,RU,1636834670.0,1636859794.0,,,,,
562,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1636826309.0,-18000.0,3691954.0,Sechura,200,-80.8222,-5.5569,76.73,76.64,76.73,76.73,1011.0,54.0,1011.0,1010.0,11.54,222.0,11.59,32.0,PE,1636801015.0,1636845510.0,,,,,
563,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826310.0,0.0,2412408.0,Nioro,200,-15.75,13.35,86.13,87.24,86.13,86.13,1008.0,47.0,1008.0,1004.0,4.36,10.0,7.02,100.0,GM,1636786891.0,1636828397.0,,,,,
564,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,8490.0,1636826310.0,-21600.0,3527413.0,Graciano Sánchez,200,-99.2833,23.9167,74.23,74.7,74.23,74.23,1024.0,71.0,1024.0,989.0,5.75,69.0,5.53,63.0,MX,1636807861.0,1636847527.0,,,,,
565,"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,10000.0,1636826264.0,-21600.0,5690532.0,Minot,200,-101.2963,48.2325,34.16,27.45,27.48,44.11,1002.0,81.0,,,8.05,240.0,,90.0,US,1636811389.0,1636844965.0,1.0,4955.0,0.53,,
566,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826311.0,10800.0,1054329.0,Vangaindrano,200,47.6,-23.35,73.36,74.62,73.36,73.36,1015.0,90.0,1015.0,1014.0,8.77,6.0,18.54,94.0,MG,1636768675.0,1636816201.0,,,,,
567,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,7000.0,1636826311.0,-3600.0,3372760.0,Praia da Vitória,200,-27.0667,38.7333,59.25,59.29,59.25,60.76,1014.0,94.0,,,14.94,334.0,17.34,75.0,PT,1636792115.0,1636828605.0,1.0,6895.0,,,
568,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826312.0,10800.0,57000.0,Hobyo,200,48.5268,5.3505,80.92,84.33,80.92,80.92,1013.0,69.0,1013.0,1013.0,13.78,96.0,15.99,73.0,SO,1636770823.0,1636813608.0,,,,,
569,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826312.0,28800.0,1803331.0,Linxia Chengguanzhen,200,103.2064,35.6003,32.99,32.99,32.99,32.99,1023.0,44.0,1023.0,813.0,2.89,344.0,2.84,1.0,CN,1636846903.0,1636884098.0,,,,,
570,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1636826018.0,39600.0,2139521.0,Noumea,200,166.4572,-22.2763,80.01,87.04,69.78,80.01,1012.0,99.0,,,3.0,26.0,3.02,12.0,NC,1636826637.0,1636874000.0,2.0,2018998.0,,,
571,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,6090.0,1636826313.0,0.0,3413604.0,Eyrarbakki,200,-21.1481,63.863,45.75,35.74,45.21,48.25,990.0,95.0,990.0,990.0,33.78,127.0,52.77,100.0,IS,1636796688.0,1636821190.0,2.0,2005664.0,,,
572,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1636826313.0,25200.0,1628884.0,Sampit,200,112.95,-2.5333,73.63,75.31,73.63,73.63,1009.0,98.0,1009.0,1008.0,1.3,299.0,1.45,100.0,ID,1636841152.0,1636885172.0,,,,,3.69
573,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1636826314.0,39600.0,2136825.0,Isangel,200,169.2667,-19.55,75.97,77.31,75.97,75.97,1013.0,86.0,1013.0,1013.0,5.82,90.0,7.16,9.0,VU,1636826215.0,1636873073.0,,,,,
574,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,2788.0,1636826314.0,-18000.0,5919850.0,Chapais,200,-74.8492,49.7834,37.18,30.29,37.18,37.18,1000.0,94.0,1000.0,952.0,9.69,186.0,22.68,100.0,CA,1636805326.0,1636838332.0,1.0,859.0,,,
576,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826315.0,37800.0,2063036.0,Port Lincoln,200,135.8667,-34.7333,53.47,51.71,53.47,53.47,1013.0,68.0,1013.0,1011.0,20.18,252.0,29.68,74.0,AU,1636832641.0,1636882682.0,,,,,
578,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826316.0,25200.0,1501377.0,Kungurtug,200,97.5228,50.5994,9.34,9.34,9.34,9.34,1030.0,92.0,1030.0,870.0,1.95,170.0,2.75,70.0,RU,1636850571.0,1636883159.0,,,,,
579,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1636826316.0,3600.0,3351663.0,Benguela,200,13.4055,-12.5763,77.09,78.12,77.09,77.09,1010.0,77.0,1010.0,1009.0,3.47,265.0,3.49,69.0,AO,1636777832.0,1636823459.0,,,,,0.13
580,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826316.0,19800.0,1259385.0,Port Blair,200,92.75,11.6667,79.5,79.5,79.5,79.5,1010.0,80.0,1010.0,1010.0,4.79,108.0,5.53,100.0,IN,1636760707.0,1636802495.0,,,,,
581,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826317.0,-3600.0,3372745.0,Rabo de Peixe,200,-25.5833,37.8,70.29,70.77,67.51,70.29,1013.0,80.0,,,17.27,170.0,,75.0,PT,1636791641.0,1636828367.0,2.0,37781.0,,,
582,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1636826317.0,0.0,2276492.0,Harper,200,-7.7169,4.375,79.74,79.74,79.74,79.74,1009.0,80.0,1009.0,1008.0,5.46,214.0,6.71,63.0,LR,1636784248.0,1636827183.0,,,,,0.12
584,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826318.0,14400.0,286245.0,Sur,200,59.5289,22.5667,76.68,76.3,76.68,76.68,1015.0,48.0,1015.0,1014.0,3.65,6.0,4.63,4.0,OM,1636769605.0,1636809544.0,,,,,
585,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826318.0,32400.0,1849069.0,Uto,200,130.6667,32.6833,48.16,48.16,47.82,51.06,1020.0,72.0,1020.0,1020.0,1.3,129.0,2.59,100.0,JP,1636839974.0,1636877845.0,2.0,147647.0,,,
586,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826319.0,10800.0,543396.0,Koygorodok,200,50.9968,60.445,18.14,7.68,18.14,18.14,1017.0,92.0,1017.0,999.0,8.37,343.0,24.85,95.0,RU,1636777888.0,1636805357.0,,,,,
587,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826319.0,3600.0,604490.0,Luleå,200,22.1547,65.5842,24.87,24.87,24.87,24.87,1023.0,93.0,,,1.14,0.0,,0.0,SE,1636787205.0,1636809886.0,1.0,1775.0,,,
588,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826319.0,10800.0,491684.0,Smolenskaya Oblast’,200,33.0,55.0,33.94,33.94,33.94,33.94,1029.0,79.0,1029.0,1006.0,0.96,267.0,0.89,70.0,RU,1636780564.0,1636811321.0,,,,,
589,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826320.0,3600.0,2990473.0,Arrondissement de Nevers,200,3.3333,46.9167,48.78,47.03,48.78,48.79,1017.0,100.0,,,4.61,270.0,,90.0,FR,1636786020.0,1636820107.0,1.0,6556.0,,,
590,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826320.0,25200.0,1562414.0,Vung Tau,200,107.0843,10.346,79.34,79.34,79.34,79.34,1010.0,84.0,1010.0,1009.0,11.54,68.0,16.67,96.0,VN,1636843582.0,1636885558.0,,,,,
591,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826274.0,-28800.0,5570160.0,Redding,200,-122.3917,40.5865,69.8,68.83,60.93,71.78,1011.0,50.0,,,3.0,35.0,10.0,81.0,US,1636815257.0,1636851224.0,2.0,2002411.0,,,
592,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826321.0,28800.0,1727326.0,Bangar,200,120.4243,16.8936,77.56,78.96,77.56,77.56,1011.0,84.0,1011.0,1010.0,4.29,91.0,3.89,36.0,PH,1636840922.0,1636881814.0,,,,,
593,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826321.0,3600.0,2941150.0,Burgstädt,200,12.8167,50.9167,43.25,40.5,39.18,46.38,1014.0,87.0,,,4.72,200.0,7.67,95.0,DE,1636784487.0,1636817087.0,2.0,2010398.0,,,
594,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826322.0,28800.0,1801792.0,Luoyang,200,112.4536,34.6836,47.86,46.09,47.86,47.86,1020.0,44.0,1020.0,1002.0,4.41,275.0,4.47,0.0,CN,1636844575.0,1636881987.0,,,,,
595,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826322.0,25200.0,1508260.0,Novobirilyussy,200,90.6661,56.9514,26.35,16.56,26.35,26.35,1017.0,83.0,1017.0,996.0,10.29,241.0,22.53,100.0,RU,1636853758.0,1636883263.0,,,,,
596,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826323.0,18000.0,1337619.0,Ugoofaaru,200,73.0,5.6667,82.17,89.46,82.17,82.17,1011.0,81.0,1011.0,1011.0,23.13,249.0,29.3,95.0,MV,1636764973.0,1636807710.0,,,,,
